"site","date","Year","jday","mass","density","reliability"
117,2018-07-05,"2018",184.5,9.87500562873891,12.0433694093576,2
117,2018-07-09,"2018",188,5.17431221438533,7.58539239779812,2
117,2018-07-12,"2018",191.5,11.5716048673959,23.9975677829554,3
117,2018-07-16,"2018",195,9.25829133441506,21.4456951624003,3
117,2018-07-19,"2018",198.5,3.62379666584521,17.7427357379323,2
117,2018-07-23,"2018",202,5.87309611789207,14.8371316650212,2
117,2019-05-21,"2019",139,1.50564290551865,2.37201763302458,3
117,2019-05-24,"2019",142.5,0.966878256157006,3.31013220435839,3
117,2019-05-28,"2019",146,1.39362382603789,2.02161903915684,3
117,2019-05-31,"2019",149.5,1.80689540408805,3.70045355419809,3
117,2019-06-04,"2019",153,1.78686878396069,1.62765207556142,2
117,2019-06-07,"2019",156.5,1.20366890053468,3.29478169484041,3
117,2019-06-11,"2019",160,1.01593416353163,2.44489489687189,2
117,2019-06-14,"2019",163.5,1.25951152508022,2.83899016385771,3
117,2019-06-18,"2019",167,2.73630310179357,5.13864463020447,3
117,2019-06-21,"2019",170.5,3.36082075558569,7.59177686609489,2
117,2019-06-25,"2019",174,4.74991173802567,5.75378347106268,3
117,2019-06-28,"2019",177.5,2.97242066792033,4.3629183916724,NA
117,2019-07-02,"2019",181,3.22407665314172,5.11708647040315,3
117,2019-07-09,"2019",186.5,2.42725334543791,3.211395416241,3
117,2019-07-12,"2019",191.5,1.95049777698371,3.41118026538272,2
117,2019-07-16,"2019",195,1.75717711190299,2.31126936857026,2
117,2019-07-19,"2019",198.5,1.60117148483879,4.55320843736454,3
117,2019-07-23,"2019",202,1.59974959601264,3.25021475992228,2
117,2019-07-26,"2019",205.5,1.66257529908614,3.33174703832682,3
117,2021-05-18,"2021",138,16.3306451612877,34.4758064516042,3
117,2021-05-25,"2021",143,0.166373596644115,0.276644277202286,2
117,2021-05-28,"2021",146.5,0.32597837374456,0.891855271595605,3
117,2021-06-01,"2021",150,0.162964401483182,0.542443832351189,3
117,2021-06-04,"2021",153.5,0.041757938769618,0.333789899248501,2
117,2021-06-08,"2021",157,0.137430465155098,0.600200413926629,3
117,2021-06-11,"2021",160.5,1.97471886646969,0.151838551825257,2
117,2021-06-15,"2021",164,0.451325299755051,0.415937726983926,3
117,2021-06-18,"2021",167.5,0.268355652431683,0.549406937087365,3
117,2021-06-22,"2021",171,0.513767981482756,0.585928250781689,3
117,2021-06-25,"2021",174.5,0.518660112716095,0.938882095245113,3
117,2021-06-29,"2021",178,0.62925646448606,1.20851438050896,3
117,2021-07-06,"2021",183.5,0.593519870387173,1.80402056926689,3
117,2021-07-09,"2021",188.5,0.607909948377676,1.02720799766193,2
117,2021-07-13,"2021",192,2.60259198900726,4.21960877020902,3
117,2021-07-16,"2021",195.5,3.35713368105246,6.06500816511245,3
117,2021-07-20,"2021",199,1.96825238987663,2.2450922280332,3
117,2021-07-23,"2021",202.5,2.04962816248578,5.41078389324346,NA
8892356,2015-05-22,"2015",140.5,1.24067062213174,1.61378944859655,1
8892356,2015-05-25,"2015",143.5,0.435121853125396,1.63063966967443,3
8892356,2015-05-29,"2015",147,0.405080438810678,1.46183995215435,1
8892356,2015-06-02,"2015",151,0.368162052946376,0.956922507785259,2
8892356,2015-06-09,"2015",158,0.111154208243264,0.402790403317893,1
8892356,2015-06-12,"2015",161.5,0.872528249189485,2.7534399628329,3
8892356,2015-06-16,"2015",165,1.28271970348169,3.7930123815765,3
8892356,2015-06-19,"2015",168.5,0.441509433962267,1.01886792452831,1
8892356,2015-06-23,"2015",172,2.21820270263128,6.72948020872789,3
8892356,2015-07-03,"2015",182.5,2.64610381960932,5.08167186230458,2
8892356,2015-07-07,"2015",186,1.50353212197838,3.14677148931339,2
8892356,2015-07-17,"2015",196.5,2.99510923576744,4.63978936837045,2
8892356,2015-07-21,"2015",200,1.83725518810965,4.50940797737058,3
8892356,2016-06-03,"2016",153.5,0.634780094194494,2.83829546719201,3
8892356,2016-06-07,"2016",157,0.358244438485929,1.33038716188125,2
8892356,2016-06-10,"2016",160.5,0.825392771591263,3.10605478319776,3
8892356,2016-06-14,"2016",164,0.48178087782496,2.24027724250522,3
8892356,2016-06-17,"2016",167.5,1.25511949102839,4.25683858061458,2
8892356,2016-06-21,"2016",171,1.14635727401978,3.72639820531707,3
8892356,2016-06-24,"2016",174.5,2.39887376818396,1.01360863444393,1
8892356,2016-06-27,"2016",177.5,1.62558172683764,5.67146553639138,3
8892356,2016-07-06,"2016",185.5,0.703372860560221,1.88291906036673,1
8892356,2016-07-08,"2016",189,3.01502098006358,7.32920755408493,3
8892356,2016-07-12,"2016",192,2.03633015898876,4.02685083200714,2
8892356,2016-07-19,"2016",199,1.31300540137371,3.705372075903,1
8892356,2016-07-22,"2016",202.5,2.54863092011525,4.87625798384643,3
8892356,2017-05-18,"2017",136.5,0.573281846237843,1.44016643409742,3
8892356,2017-05-22,"2017",140,0.386682533162514,0.869903229992866,1
8892356,2017-05-29,"2017",147,0.961340219058957,1.07673329073292,3
8892356,2017-06-01,"2017",150.5,0.564512589905873,1.66626484275831,2
8892356,2017-06-05,"2017",154,0.578050072377205,1.02038816574188,2
8892356,2017-06-12,"2017",161,1.49222477120619,3.29602772803319,3
8892356,2017-06-15,"2017",164.5,7.65141596541622,5.67479914324999,3
8892356,2017-06-19,"2017",168,1.66844882530329,3.4466047479282,NA
8892356,2017-06-22,"2017",171.5,1.35587441195588,3.4427593510625,1
8892356,2017-06-26,"2017",175,2.72287837561638,5.06068633607106,2
8892356,2017-06-29,"2017",178.5,4.5522681916002,9.39857935816475,3
8892356,2017-07-06,"2017",183.5,4.03639305702735,4.92098397305845,1
8892356,2017-07-10,"2017",189,8.99486059440495,7.77872875814886,2
8892356,2017-07-13,"2017",192.5,10.3790541532307,9.96976179183791,3
8892356,2017-07-17,"2017",196,3.46896021795752,4.02402735885553,1
8892356,2017-07-20,"2017",200,4.83103837259552,7.0372655425033,1
8892356,2017-07-23,"2017",202.5,5.00774912404993,6.68689364773577,3
8892356,2018-05-25,"2018",143.5,1.3410591286551,5.25794286256436,NA
8892356,2018-05-29,"2018",147,0.759046306264065,2.86535492790023,2
8892356,2018-06-01,"2018",150.5,1.34787214976743,6.32767060197164,3
8892356,2018-06-05,"2018",154,1.30738649758903,4.53154291811942,NA
8892356,2018-06-08,"2018",157.5,1.17851228163144,5.76317469456222,3
8892356,2018-06-12,"2018",161,0.891967294009051,2.16686325285971,2
8892356,2018-06-15,"2018",164.5,0.710284371848766,3.18428845988516,2
8892356,2018-06-19,"2018",168,2.89792524256341,15.1321881711354,3
8892356,2018-06-22,"2018",171.5,2.09540763515468,10.1494377141618,3
8892356,2018-06-26,"2018",175,4.94612955357287,13.6330808663705,3
8892356,2018-06-29,"2018",178.5,3.6068939156371,8.94011154537184,1
8892356,2018-07-03,"2018",182,8.09383262369243,19.4531025848117,3
8892356,2018-07-06,"2018",185.5,7.61905038967999,6.90605650029965,2
8892356,2018-07-10,"2018",189,6.37714871648112,12.8888170017321,3
8892356,2018-07-13,"2018",192.5,8.84163373201935,16.0730245857393,3
8892356,2018-07-17,"2018",196,7.64711011853161,18.301736476779,3
8892356,2018-07-20,"2018",199.5,5.81120526610832,16.9014381948137,2
8892356,2018-07-24,"2018",203,3.39563005503923,5.7183026749137,2
8892356,2018-07-27,"2018",206.5,4.23685840728344,10.052239099955,3
8892356,2019-05-20,"2019",138,0.779832904616457,2.03452232030239,3
8892356,2019-05-23,"2019",141.5,1.03861061309985,2.34909882647527,3
8892356,2019-05-30,"2019",146.5,0.93327638665021,1.76790305945659,3
8892356,2019-06-03,"2019",152,0.78397902854792,1.71203375628726,3
8892356,2019-06-06,"2019",155.5,0.635422397042717,1.75301395824803,3
8892356,2019-06-10,"2019",159,0.0759295457011152,0.217020624834123,1
8892356,2019-06-13,"2019",162.5,1.36337730321501,1.59327121021508,2
8892356,2019-06-17,"2019",166,0.901578583733427,3.03566320001185,3
8892356,2019-06-20,"2019",169.5,0.659123601358101,2.68974873189936,3
8892356,2019-06-24,"2019",173,2.05289754394321,4.76175771752916,3
8892356,2019-06-27,"2019",176.5,1.8154284434171,4.56757308975847,3
8892356,2019-07-01,"2019",180,2.56005525607055,6.25579514137474,3
8892356,2019-07-05,"2019",184,2.95463002227247,6.52870698284881,NA
8892356,2019-07-08,"2019",187.5,1.64531579946394,3.16402490396115,2
8892356,2019-07-11,"2019",190.5,1.98633603540369,3.91901035032673,3
8892356,2019-07-15,"2019",194,2.53757880030552,3.55827206298944,3
8892356,2019-07-18,"2019",197.5,1.51275898511018,4.24703712038304,3
8892356,2019-07-22,"2019",201,1.63791516632606,2.93148208052923,3
8892356,2019-07-25,"2019",204.5,0.486250951537651,1.88765046763448,3
8892356,2021-05-17,"2021",135.5,0.261524427618704,1.46526596447076,3
8892356,2021-05-20,"2021",138.5,0.520411293824696,2.96523127061713,3
8892356,2021-05-24,"2021",142,0.328066217409106,1.35896589322161,3
8892356,2021-05-27,"2021",145.5,0.264937955577067,0.867650277872808,3
8892356,2021-06-03,"2021",150.5,0.0509028439486321,0.205164557490293,2
8892356,2021-06-07,"2021",156,0.225334588635711,0.617080998910672,3
8892356,2021-06-10,"2021",159.5,0.0377582748070997,0.310972614613579,1
8892356,2021-06-14,"2021",162.5,0,0,3
8892356,2021-06-14,"2021",163,0.0299731245439954,0.149904637815206,3
8892356,2021-06-17,"2021",166.5,0.113289267581499,0.206796817266396,3
8892356,2021-06-21,"2021",170,0.135481699510315,0.0786168710320342,2
8892356,2021-06-24,"2021",173.5,0.0462676849868876,0.110426575894912,3
8892356,2021-06-28,"2021",177,0.335713637378163,0.388578178754942,3
8892356,2021-07-01,"2021",180.5,0.779159268266004,1.46039424999305,3
8892356,2021-07-07,"2021",185,0.411561397440426,0.906478073599349,3
8892356,2021-07-12,"2021",190.5,0.258934804284581,0.475497325817375,3
8892356,2021-07-15,"2021",194.5,0.670989594828311,1.43355503958255,2
8892356,2021-07-22,"2021",199.5,0.824912767189736,0.921534406454916,3
8892356,2021-07-26,"2021",205,1.02976260260895,1.30776558923987,3
