"","Site","Date.Set","Time.Set","Date.Collected","Time.Collected","Trap","Frass.mass..mg.","Frass.number","Method","Notes","FrassFall link:","https://anecdata.org/projects/view/488","Year","jday.Set","jday.Collected","frass.mg.d","frass.no.d","jday"
"127","Botanical Garden",2015-06-09,"09:30:00",2015-06-12,"09:54:00","6C",1.1,11,"Funnel/Paper",NA,NA,NA,"2015",160.395833333333,163.4125,0.364640883977902,3.64640883977902,161.5
"128","Botanical Garden",2015-06-09,"09:10:00",2015-06-12,"10:10:00","7E",0.2,1,"Funnel/Paper",NA,NA,NA,"2015",160.381944444444,163.423611111111,0.0657534246575344,0.328767123287672,161.5
"129","Botanical Garden",2015-06-09,"09:35:00",2015-06-12,"09:57:00","6D",5.2,9,"Funnel/Paper",NA,NA,NA,"2015",160.399305555556,163.414583333333,1.72455089820359,2.98479963150621,161.5
"130","Botanical Garden",2015-06-09,"09:55:00",2015-06-12,"09:43:00","5D",4.9,8,"Funnel/Paper",NA,NA,NA,"2015",160.413194444444,163.404861111111,1.63788300835656,2.67409470752091,161.5
"131","Botanical Garden",2015-06-09,"08:55:00",2015-06-12,"10:26:00","8B",0.5,4,"Funnel/Paper",NA,NA,NA,"2015",160.371527777778,163.434722222222,0.163228292904102,1.30582634323282,161.5
"132","Botanical Garden",2015-06-09,"09:20:00",2015-06-12,"10:13:00","7B",3.7,12,"Funnel/Paper",NA,NA,NA,"2015",160.388888888889,163.425694444444,1.21838554767894,3.95152069517493,161.5
"133","Botanical Garden",2015-06-09,"09:03:00",2015-06-12,"10:23:00","8D",9.9,7,"Funnel/Paper",NA,NA,NA,"2015",160.377083333333,163.432638888889,3.23999999999998,2.29090909090908,161.5
"134","Prairie Ridge",2015-06-11,"10:25:00",2015-06-15,"09:34:00","12E",20.9,38,"Funnel/Paper",NA,NA,NA,"2015",162.434027777778,166.398611111111,5.27167630057803,9.58486600105096,164
"135","Prairie Ridge",2015-06-11,"10:09:00",2015-06-15,"09:45:00","5E",11.6,14,"Funnel/Paper",NA,NA,NA,"2015",162.422916666667,166.40625,2.9121338912134,3.51464435146445,164
"136","Prairie Ridge",2015-06-11,"09:59:00",2015-06-15,"09:54:00","4E",3.2,14,"Funnel/Paper",NA,NA,NA,"2015",162.415972222222,166.4125,0.800695047784536,3.50304083405735,164
"137","Prairie Ridge",2015-06-11,"09:48:00",2015-06-15,"10:12:00","3E",9.2,16,"Funnel/Paper",NA,NA,NA,"2015",162.408333333333,166.425,2.29045643153526,3.98340248962654,164
"138","Prairie Ridge",2015-06-11,"09:38:00",2015-06-15,"10:26:00","2E",5.6,12,"Funnel/Paper",NA,NA,NA,"2015",162.401388888889,166.434722222222,1.38842975206612,2.97520661157025,164
"139","Prairie Ridge",2015-06-11,"09:25:00",2015-06-15,"10:30:00","1E",6.6,15,"Funnel/Paper",NA,NA,NA,"2015",162.392361111111,166.4375,1.63158798283262,3.70815450643777,164
"140","Prairie Ridge",2015-06-11,"08:54:00",2015-06-15,"10:43:00","10E",7.2,13,"Funnel/Paper",NA,NA,NA,"2015",162.370833333333,166.446527777778,1.76657011415914,3.18964048389844,164
"141","Prairie Ridge",2015-06-11,"09:10:00",2015-06-15,"10:38:00","9E",12.1,23,"Funnel/Paper",NA,NA,NA,"2015",162.381944444444,166.443055555556,2.97948016415869,5.66347469220247,164
"142","Prairie Ridge",2015-06-11,"10:55:00",2015-06-15,"08:58:00","7E",132.7,285,"Funnel/Paper",NA,NA,NA,"2015",162.454861111111,166.373611111111,33.8628389154706,72.7272727272729,164
"143","Botanical Garden",2015-06-12,"09:12:00",2015-06-16,"09:42:00","3E",4.9,9,"Funnel/Paper",NA,NA,NA,"2015",163.383333333333,167.404166666667,1.21865284974093,2.23834196891191,165
"144","Botanical Garden",2015-06-12,"08:40:00",2015-06-16,"10:16:00","1C",2.8,21,"Funnel/Paper",NA,NA,NA,"2015",163.361111111111,167.427777777778,0.688524590163935,5.16393442622951,165
"145","Botanical Garden",2015-06-12,"08:43:00",2015-06-16,"10:13:00","1B",8.4,21,"Funnel/Paper",NA,NA,NA,"2015",163.363194444444,167.425694444444,2.06769230769231,5.16923076923077,165
"146","Botanical Garden",2015-06-12,"08:59:00",2015-06-16,"09:58:00","2C",15.2,33,"Funnel/Paper",NA,NA,NA,"2015",163.374305555556,167.415277777778,3.76147104313456,8.16635160680529,165
"147","Botanical Garden",2015-06-12,"09:24:00",2015-06-16,"09:30:00","4E",0.8,6,"Funnel/Paper",NA,NA,NA,"2015",163.391666666667,167.395833333333,0.199791883454735,1.49843912591051,165
"148","Botanical Garden",2015-06-12,"09:29:00",2015-06-16,"09:27:00","4D",3.7,9,"Funnel/Paper",NA,NA,NA,"2015",163.395138888889,167.39375,0.925321292115313,2.25078152136157,165
"149","Botanical Garden",2015-06-12,"09:45:00",2015-06-16,"09:15:00","5D",4.2,11,"Funnel/Paper",NA,NA,NA,"2015",163.40625,167.385416666667,1.05549738219896,2.76439790575917,165
"150","Botanical Garden",2015-06-12,"09:42:00",2015-06-16,"09:12:00","5A",11.6,16,"Funnel/Paper",NA,NA,NA,"2015",163.404166666667,167.383333333333,2.91518324607331,4.02094240837697,165
"151","Botanical Garden",2015-06-12,"09:59:00",2015-06-16,"09:03:00","6D",7.9,23,"Funnel/Paper",NA,NA,NA,"2015",163.415972222222,167.377083333333,1.99438990182328,5.80645161290323,165
"152","Botanical Garden",2015-06-12,"09:56:00",2015-06-16,"09:00:00","6C",1.2,7,"Funnel/Paper","funnel slightly tilted",NA,NA,"2015",163.413888888889,167.375,0.302945301542777,1.7671809256662,165
"153","Botanical Garden",2015-06-12,"10:15:00",2015-06-16,"08:45:00","7B",4.9,21,"Funnel/Paper",NA,NA,NA,"2015",163.427083333333,167.364583333333,1.24444444444444,5.33333333333333,165
"154","Botanical Garden",2015-06-12,"10:12:00",2015-06-16,"08:43:00","7E",1.3,7,"Funnel/Paper",NA,NA,NA,"2015",163.425,167.363194444444,0.330100511373656,1.777464292012,165
"155","Botanical Garden",2015-06-12,"10:25:00",2015-06-16,"08:32:00","8D",1.5,5,"Funnel/Paper",NA,NA,NA,"2015",163.434027777778,167.355555555556,0.382503984416504,1.27501328138835,165
"156","Botanical Garden",2015-06-12,"10:27:00",2015-06-16,"08:28:00","8B",2.3,10,"Funnel/Paper",NA,NA,NA,"2015",163.435416666667,167.352777777778,0.587129941499733,2.55273887608579,165
"157","Botanical Garden",2015-06-12,"08:55:00",2015-06-16,"09:56:00","2B",7,27,"Funnel/Paper",NA,NA,NA,"2015",163.371527777778,167.413888888889,1.73166122659337,6.67926473114584,165
"158","Botanical Garden",2015-06-12,"09:10:00",2015-06-16,"09:45:00","3A",4.5,17,"Funnel/Paper",NA,NA,NA,"2015",163.381944444444,167.40625,1.11820534943918,4.22433132010355,165
"159","Prairie Ridge",2015-06-15,"10:15:00",2015-06-18,"09:40:00","3E",7.4,19,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 1 hr and waited overnight; folded in half",NA,NA,"2015",166.427083333333,169.402777777778,2.48681446907819,6.38506417736293,167.5
"160","Prairie Ridge",2015-06-15,"09:58:00",2015-06-18,"10:00:00","4E",1.7,10,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 1 hr and waited overnight",NA,NA,"2015",166.415277777778,169.416666666667,0.566404442387787,3.33179083757522,167.5
"161","Prairie Ridge",2015-06-15,"09:47:00",2015-06-18,"10:14:00","5E",7.8,7,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 1 hr and waited overnight; folded over a bit",NA,NA,"2015",166.407638888889,169.426388888889,2.58385093167703,2.31884057971016,167.5
"162","Prairie Ridge",2015-06-15,"09:36:00",2015-06-18,"10:20:00","12E",10.7,30,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 1 hr and waited overnight; ripped and folded but bottom intact",NA,NA,"2015",166.4,169.430555555556,3.53070577451881,9.89917506874433,167.5
"163","Prairie Ridge",2015-06-15,"09:00:00",2015-06-18,"10:49:00","7E",63.8,195,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 1 hr and waited overnight",NA,NA,"2015",166.375,169.450694444444,20.7432829081056,63.4003160984419,167.5
"164","Botanical Garden",2015-06-16,"10:15:00",2015-06-19,"08:55:00","1B",1.3,3,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 4 hours",NA,NA,"2015",167.427083333333,170.371527777778,0.441509433962267,1.01886792452831,168.5
"165","Botanical Garden",2015-06-16,"08:33:00",2015-06-19,"10:35:00","8D",NA,NA,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 4 hours",NA,NA,"2015",167.35625,170.440972222222,NA,NA,168.5
"166","Botanical Garden",2015-06-16,"09:58:00",2015-06-19,"09:03:00","2B",NA,NA,"Funnel/Paper","Filter paper wet from rain; dried under lamps for 4 hours",NA,NA,"2015",167.415277777778,170.377083333333,NA,NA,168.5
"167","Prairie Ridge",2015-06-18,"10:05:00",2015-06-22,"10:05:00","4E",6.6,29,"Funnel/Paper",NA,NA,NA,"2015",169.420138888889,173.420138888889,1.65,7.25,171
"168","Prairie Ridge",2015-06-18,"09:48:00",2015-06-22,"10:15:00","3E",14.7,39,"Funnel/Paper",NA,NA,NA,"2015",169.408333333333,173.427083333333,3.65785381026437,9.70451010886467,171
"169","Prairie Ridge",2015-06-18,"09:07:00",2015-06-22,"10:49:00","9E",6.9,9,"Funnel/Paper",NA,NA,NA,"2015",169.379861111111,173.450694444444,1.69498464687819,2.21084953940633,171
"170","Prairie Ridge",2015-06-18,"09:22:00",2015-06-22,"10:40:00","5E",4.3,5,"Funnel/Paper","Very storm-battered",NA,NA,"2015",169.390277777778,173.444444444444,1.06063720452209,1.23329907502569,171
"171","Prairie Ridge",2015-06-18,"08:56:00",2015-06-22,"11:01:00","10E",2.1,7,"Funnel/Paper",NA,NA,NA,"2015",169.372222222222,173.459027777778,0.513848768054377,1.71282922684792,171
"172","Botanical Garden",2015-06-19,"08:56:00",2015-06-23,"10:15:00","1B",11.3,35,"Funnel/Paper",NA,NA,NA,"2015",170.372222222222,174.427083333333,2.78677855797226,8.63161500256894,172
"173","Botanical Garden",2015-06-19,"10:37:00",2015-06-23,"08:44:00","8D",2.3,13,"Funnel/Paper",NA,NA,NA,"2015",170.442361111111,174.363888888889,0.586506109438639,3.3150345316097,172
"174","Botanical Garden",2015-06-19,"09:05:00",2015-06-23,"09:58:00","2B",11.4,18,"Funnel/Paper","One long frass excluded from weight and count",NA,NA,"2015",170.378472222222,174.415277777778,2.82401513848271,4.45897127128849,172
"175","Botanical Garden",2015-06-19,"09:10:00",2015-06-23,"10:00:00","2C",12.7,75,"Funnel/Paper",NA,NA,NA,"2015",170.381944444444,174.416666666667,3.14767641996559,18.5886402753874,172
"176","Botanical Garden",2015-06-19,"09:53:00",2015-06-23,"09:13:00","5A",8,37,"Funnel/Paper",NA,NA,NA,"2015",170.411805555556,174.384027777778,2.01398601398601,9.3146853146853,172
"177","Botanical Garden",2015-06-19,"09:40:00",2015-06-23,"09:31:00","4D",4.6,11,"Funnel/Paper",NA,NA,NA,"2015",170.402777777778,174.396527777778,1.15179968701095,2.75430359937402,172
"178","Botanical Garden",2015-06-19,"10:06:00",2015-06-23,"08:57:00","6D",22.6,45,"Funnel/Paper",NA,NA,NA,"2015",170.420833333333,174.372916666667,5.71850289931469,11.3863995782815,172
"179","Botanical Garden",2015-06-19,"10:23:00",2015-06-23,"08:49:00","7B",5.5,34,"Funnel/Paper",NA,NA,NA,"2015",170.432638888889,174.367361111111,1.39781150723615,8.64101659018712,172
"180","Botanical Garden",2015-06-19,"09:15:00",2015-06-23,"09:42:00","3B",2.1,29,"Funnel/Paper",NA,NA,NA,"2015",170.385416666667,174.404166666667,0.522550544323482,7.21617418351475,172
"181","Botanical Garden",2015-06-19,"09:24:00",2015-06-23,"09:45:00","3E",3,28,"Funnel/Paper",NA,NA,NA,"2015",170.391666666667,174.40625,0.747275557861964,6.97457187337833,172
"182","Botanical Garden",2015-06-19,"10:20:00",2015-06-23,"08:51:00","7E",1.5,23,"Funnel/Paper",NA,NA,NA,"2015",170.430555555556,174.36875,0.380885205431139,5.8402398166108,172
"183","Botanical Garden",2015-06-19,"10:10:00",2015-06-23,"09:03:00","6C",3.5,17,"Funnel/Paper","Three long frass excluded from weight and count",NA,NA,"2015",170.423611111111,174.377083333333,0.885297734059372,4.30001756543124,172
"184","Botanical Garden",2015-06-19,"09:37:00",2015-06-23,"09:33:00","4E",16.1,20,"Funnel/Paper",NA,NA,NA,"2015",170.400694444444,174.397916666667,4.02779708130645,5.00347463516329,172
"185","Botanical Garden",2015-06-19,"09:55:00",2015-06-23,"09:15:00","5D",20.7,15,"Funnel/Paper",NA,NA,NA,"2015",170.413194444444,174.385416666667,5.21118881118884,3.7762237762238,172
"186","Botanical Garden",2015-06-19,"10:33:00",2015-06-23,"08:45:00","8B",8.2,8,"Funnel/Paper",NA,NA,NA,"2015",170.439583333333,174.364583333333,2.08917197452229,2.03821656050955,172
"187","Botanical Garden",2015-06-19,"09:00:00",2015-06-23,"10:12:00","1C",8.1,22,"Funnel/Paper",NA,NA,NA,"2015",170.375,174.425,1.99999999999999,5.43209876543208,172
"188","Prairie Ridge",2015-06-22,"10:07:00",2015-06-25,"09:42:00","4E",6.1,30,"Funnel/Paper",NA,NA,NA,"2015",173.421527777778,176.404166666667,2.04516880093132,10.058207217695,174.5
"189","Prairie Ridge",2015-06-22,"10:17:00",2015-06-25,"09:34:00","3E",20.2,39,"Funnel/Paper","Had two large cylindrical frass",NA,NA,"2015",173.428472222222,176.398611111111,6.80102875847555,13.1306990881459,174.5
"190","Prairie Ridge",2015-06-22,"10:44:00",2015-06-25,"09:00:00","9E",6.4,26,"Funnel/Paper",NA,NA,NA,"2015",173.447222222222,176.375,2.18595825426945,8.88045540796964,174.5
"191","Prairie Ridge",2015-06-22,"09:57:00",2015-06-25,"09:51:00","5E",35.6,36,"Funnel/Paper","Had three large cylindrical frasses",NA,NA,"2015",173.414583333333,176.410416666667,11.8831710709318,12.0166898470097,174.5
"192","Prairie Ridge",2015-06-22,"11:03:00",2015-06-25,"08:53:00","10E",15,49,"Funnel/Paper","Some bits of frass exploded",NA,NA,"2015",173.460416666667,176.370138888889,5.15513126491646,16.8400954653938,174.5
"193","Prairie Ridge",2015-06-22,"09:48:00",2015-06-25,"09:53:00","12E",12.5,28,"Funnel/Paper",NA,NA,NA,"2015",173.408333333333,176.411805555556,4.16184971098265,9.32254335260114,174.5
"194","Prairie Ridge",2015-06-22,"09:18:00",2015-06-25,"10:18:00","7E",23.4,69,"Funnel/Paper",NA,NA,NA,"2015",173.3875,176.429166666667,7.69315068493146,22.6849315068492,174.5
"195","Prairie Ridge",2015-06-22,"10:29:00",2015-06-25,"09:23:00","2E",3.5,13,"Funnel/Paper",NA,NA,NA,"2015",173.436805555556,176.390972222222,1.18476727785614,4.40056417489424,174.5
"196","Prairie Ridge",2015-06-22,"10:42:00",2015-06-25,"09:15:00","1E",2.6,15,"Funnel/Paper",NA,NA,NA,"2015",173.445833333333,176.385416666667,0.884479092841957,5.10276399716513,174.5
"197","Prairie Ridge",2015-06-29,"10:06:00",2015-07-02,"10:13:00","4E",19,50,"Funnel/Paper",NA,NA,NA,"2015",180.420833333333,183.425694444444,6.32308758955393,16.6397041830367,181.5
"198","Prairie Ridge",2015-06-29,"10:27:00",2015-07-02,"09:51:00","2E",4.5,8,"Funnel/Paper","tiny hole in bottom",NA,NA,"2015",180.435416666667,183.410416666667,1.51260504201681,2.68907563025211,181.5
"199","Prairie Ridge",2015-06-29,"09:50:00",2015-07-02,"10:24:00","5E",50.1,86,"Funnel/Paper","a lot of dust also in center likely from frass",NA,NA,"2015",180.409722222222,183.433333333333,16.5695911805237,28.4428112080845,181.5
"200","Prairie Ridge",2015-06-29,"10:16:00",2015-07-02,"10:03:00","3E",20.3,16,"Funnel/Paper",NA,NA,NA,"2015",180.427777777778,183.41875,6.7870907824472,5.34943115857908,181.5
"201","Prairie Ridge",2015-06-29,"10:38:00",2015-07-02,"09:41:00","1E",14.7,11,"Funnel/Paper",NA,NA,NA,"2015",180.443055555556,183.403472222222,4.9655172413793,3.71569317382124,181.5
"202","Prairie Ridge",2015-06-29,"11:00:00",2015-07-02,"09:11:00","10E",4.5,13,"Funnel/Paper",NA,NA,NA,"2015",180.458333333333,183.382638888889,1.53882688197578,4.44549988126337,181.5
"203","Prairie Ridge",2015-06-29,"09:15:00",2015-07-02,"10:55:00","7E",8.1,15,"Funnel/Paper",NA,NA,NA,"2015",180.385416666667,183.454861111111,2.63891402714931,4.88687782805428,181.5
"204","Prairie Ridge",2015-06-29,"09:45:00",2015-07-02,"10:34:00","12E",7.3,14,"Funnel/Paper",NA,NA,NA,"2015",180.40625,183.440277777778,2.4060425726711,4.61432822156102,181.5
"205","Prairie Ridge",2015-06-29,"10:50:00",2015-07-02,"09:28:00","9E",19.9,21,"Funnel/Paper",NA,NA,NA,"2015",180.451388888889,183.394444444444,6.76168003775365,7.13544124587068,181.5
"206","Botanical Garden",2015-06-30,"08:47:00",2015-07-03,"09:46:00","7B",5.3,6,"Funnel/Paper","dried over weekend",NA,NA,"2015",181.365972222222,184.406944444444,1.742863667504,1.97305320849509,182.5
"207","Botanical Garden",2015-06-30,"08:52:00",2015-07-03,"09:36:00","6D",6.9,18,"Funnel/Paper",NA,NA,NA,"2015",181.369444444444,184.4,2.27681026581118,5.93950504124654,182.5
"208","Botanical Garden",2015-06-30,"09:26:00",2015-07-03,"09:11:00","4D",7.8,9,"Funnel/Paper","dried over weekend",NA,NA,"2015",181.393055555556,184.382638888889,2.60905923344947,3.01045296167246,182.5
"209","Botanical Garden",2015-06-30,"08:31:00",2015-07-03,"09:58:00","8B",3.6,8,"Funnel/Paper",NA,NA,NA,"2015",181.354861111111,184.415277777778,1.17631041524847,2.61402314499659,182.5
"210","Botanical Garden",2015-06-30,"10:03:00",2015-07-03,"08:31:00","1B",17.1,7,"Funnel/Paper","dried over weekend, 2.5 long frass, slightly folded",NA,NA,"2015",181.41875,184.354861111111,5.82403027436136,2.38410596026488,182.5
"211","Botanical Garden",2015-06-30,"08:45:00",2015-07-03,"09:44:00","7E",6.8,5,"Funnel/Paper","2 long frass, fluffy material not counted",NA,NA,"2015",181.364583333333,184.405555555556,2.23612696962777,1.64421100707924,182.5
"212","Botanical Garden",2015-06-30,"09:50:00",2015-07-03,"08:43:00","2B",1,13,"Funnel/Paper","dried over weekend, cluster of 9 tiny ones included in count",NA,NA,"2015",181.409722222222,184.363194444444,0.33858452856807,4.40159887138491,182.5
"213","Botanical Garden",2015-06-30,"09:53:00",2015-07-03,"08:46:00","2C",13.7,30,"Funnel/Paper","likely exploded frass in bottom not counted",NA,NA,"2015",181.411805555556,184.365277777778,4.63860804138256,10.1575358570421,182.5
"214","Botanical Garden",2015-06-30,"09:05:00",2015-07-03,"09:21:00","5A",0.6,4,"Funnel/Paper",NA,NA,NA,"2015",181.378472222222,184.389583333333,0.199261992619927,1.32841328413285,182.5
"215","Botanical Garden",2015-06-30,"09:40:00",2015-07-03,"08:59:00","3E",3.8,25,"Funnel/Paper","dried over weekend, decayed plant material that was likely part of frass not counted",NA,NA,"2015",181.402777777778,184.374305555556,1.27880345875204,8.41318064968446,182.5
"216","Botanical Garden",2015-06-30,"08:35:00",2015-07-03,"10:00:00","8D",9.4,16,"Funnel/Paper",NA,NA,NA,"2015",181.357638888889,184.416666666667,3.07287173666289,5.23041997729853,182.5
"217","Botanical Garden",2015-06-30,"09:07:00",2015-07-03,"09:22:00","5D",13.8,27,"Funnel/Paper","dried over weekend, decayed plant material that was likely part of frass not counted",NA,NA,"2015",181.379861111111,184.390277777778,4.58408304498267,8.96885813148783,182.5
"218","Botanical Garden",2015-06-30,"09:25:00",2015-07-03,"09:08:00","4E",7.2,17,"Funnel/Paper","one large questionable frass",NA,NA,"2015",181.392361111111,184.380555555556,2.40948175691378,5.68905414826865,182.5
"219","Botanical Garden",2015-06-30,"09:38:00",2015-07-03,"08:56:00","3B",11.5,40,"Funnel/Paper","fluffly material, number is approximate",NA,NA,"2015",181.401388888889,184.372222222222,3.87096774193549,13.4642356241234,182.5
"220","Botanical Garden",2015-06-30,"08:50:00",2015-07-03,"09:34:00","6C",11.2,4,"Funnel/Paper","2 long frass",NA,NA,"2015",181.368055555556,184.398611111111,3.69569202566452,1.3198900091659,182.5
"221","Botanical Garden",2015-06-30,"10:01:00",2015-07-03,"08:29:00","1C",7,14,"Funnel/Paper",NA,NA,NA,"2015",181.417361111111,184.353472222222,2.38410596026491,4.76821192052982,182.5
"222","Prairie Ridge",2015-07-02,"10:15:00",2015-07-06,"10:00:00","4E",7.7,16,"Funnel/Paper","Fluffy material inside",NA,NA,"2015",183.427083333333,187.416666666667,1.93002610966058,4.01044386422978,185
"223","Prairie Ridge",2015-07-02,"10:03:00",2015-07-06,"10:12:00","3E",6.3,27,"Funnel/Paper","Found folded over",NA,NA,"2015",183.41875,187.425,1.57254290171606,6.73946957878311,185
"224","Prairie Ridge",2015-07-02,"09:30:00",2015-07-06,"10:47:00","9E",6.4,20,"Funnel/Paper",NA,NA,NA,"2015",183.395833333333,187.449305555556,1.57889326708926,4.93404145965394,185
"225","Prairie Ridge",2015-07-02,"10:25:00",2015-07-06,"09:51:00","5E",26.2,26,"Funnel/Paper","Two long, cylindrical pieces of frass; fluffy material inside",NA,NA,"2015",183.434027777778,187.410416666667,6.58889276982186,6.53859587844917,185
"226","Prairie Ridge",2015-07-02,"09:12:00",2015-07-06,"10:50:00","10E",12.2,17,"Funnel/Paper",NA,NA,NA,"2015",183.383333333333,187.451388888889,2.99897575964493,4.17890064868555,185
"227","Prairie Ridge",2015-07-02,"10:31:00",2015-07-06,"09:41:00","12E",8.5,29,"Funnel/Paper",NA,NA,NA,"2015",183.438194444444,187.403472222222,2.14360770577932,7.31348511383534,185
"228","Prairie Ridge",2015-07-02,"10:56:00",2015-07-06,"09:11:00","7E",15.3,21,"Funnel/Paper","Fluffy material",NA,NA,"2015",183.455555555556,187.382638888889,3.89602122015914,5.34748010610078,185
"229","Prairie Ridge",2015-07-02,"09:53:00",2015-07-06,"10:26:00","2E",4.6,13,"Funnel/Paper",NA,NA,NA,"2015",183.411805555556,187.434722222222,1.14344899016054,3.23148627654065,185
"230","Prairie Ridge",2015-07-02,"09:42:00",2015-07-06,"10:29:00","1E",14.3,12,"Funnel/Paper","Folded over when found; fluffy material and exploded frass found inside",NA,NA,"2015",183.404166666667,187.436805555556,3.54606509385224,2.97571895987601,185
